CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
C1CCNCC1.COc1cccc(Br)c1.[C-]#[O+]|4>>COc1cccc(C(=O)N2CCCCC2)c1
BrC#Cc1ccccc1.CCC[B-](F)(F)F.O=S(O[Na])OS(=O)O[Na].[K+]|50>>CCCS(=O)(=O)C#Cc1ccccc1
C#Cc1ccc(Br)cc1.CCOC(=O)C(F)(F)Br.NN1CCOCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)C(F)(F)/C=C(\c1ccc(Br)cc1)S(=O)(=O)NN1CCOCC1
C#CCCCCCC.Clc1ccc2[nH]ccc2c1.O=O|11>>CCCCCCC(=O)C(c1c[nH]c2ccc(Cl)cc12)c1c[nH]c2ccc(Cl)cc12
Nc1n[nH]c2ccccc12.O=CC#Cc1ccc(Cl)cc1.c1ccc([Se][Se]c2ccccc2)cc1|0>>Clc1ccc(-c2c([Se]c3ccccc3)cnc3c4ccccc4nn23)cc1
C=Cc1ccc2ccccc2c1.CCOC(=O)c1ccc(N)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CCOC(=O)c1ccc(NC(CC(F)(F)F)c2ccc3ccccc3c2)cc1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Br)cc1
C=C(C)CBr.CCC[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(C)CS(=O)(=O)CCC
FC(F)(F)c1ccc(C=C2CC2)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCCS(=O)(=O)C1=Cc2ccc(C(F)(F)F)cc2CC1
C#C[C@](O)(CCC(C)C)c1ccccc1.O=C(N=C1CC(C(=O)OCc2ccccc2)C1)Oc1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|0>>CC(C)(/C=C/S(=O)(=O)CC(CC#N)C(=O)OCc1ccccc1)CCC(=O)c1ccccc1
CC(=O)n1c(C=O)cc2ccccc21.FB(F)C1CCCCC1.Nc1ccccc1.[F-].[K+]|0>>CC(=O)n1c(C(Nc2ccccc2)C2CCCCC2)cc2ccccc21
C=C(O[Si](C)(C)C)c1ccccc1.C=CCC/C(=N/Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(-c2ccccc2)cc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|0>>O=C(CS(=O)(=O)CC1CCC(c2ccc(-c3ccccc3)cc2)=N1)c1ccccc1
COc1ccc(CCC(=O)O)cc1OC.O=C(ON1CCOCC1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>COc1ccc(CCS(=O)(=O)N2CCOCC2)cc1OC
C#Cc1ccccc1C.Cc1ccc(S(=O)O)cc1.N#Cc1ccc(Br)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(/c2ccc(C#N)cc2)c2ccccc2C)cc1
C#Cc1ccccc1.CC1(OC(=O)C(=O)O[Cs])CCCCC1.O=Cc1ccc(Br)cc1|7>>CC1(/C=C(/c2ccccc2)c2ccc(C=O)cc2)CCCCC1
C#Cc1ccccc1.CCCCCCCC(=O)O.Cc1ccc(S(=O)(=O)[Na])cc1|15>>CCCCCCCC(=O)O/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccccc1
CC(C)(C)B(F)F.COC(=O)c1ccc(C=O)cc1.Nc1ccccc1.[F-].[K+]|0>>COC(=O)c1ccc(C(Nc2ccccc2)C(C)(C)C)cc1
COC(=O)N(CCc1ccccc1)S(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.Cc1ccccc1-n1ccnc1C(=O)Cc1ccccc1|0>>COC(=O)N(CCc1ccccc1)[C@H](C(=O)c1nccn1-c1ccccc1C)c1ccccc1
C=CNC(C)=O.COC(=O)CBr.Ic1ccnc2ccccc12|48>>COC(=O)CC[C@@H](NC(C)=O)c1cc(I)c2ccccc2n1
CC(=O)OC(C)=O.CC(C)(C)C1=CC(=Cc2ccccc2)C=C(C(C)(C)C)C1=O.CCCC[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|39>>CCCCS(=O)(=O)C(c1ccccc1)c1cc(C(C)(C)C)c(OC(C)=O)c(C(C)(C)C)c1
C#Cc1ccccc1.CCOC(=O)C(Br)C(=O)OCC.N#Cc1cccc(Cl)c1.O|0>>CCOC(=O)C1(C(=O)OCC)C=C(c2ccccc2)C(Nc2cccc(Cl)c2)O1
COc1ccc(C=C2CC2)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>COc1ccc2c(c1)CCC(S(=O)(=O)CCCC#N)=C2
Brc1ccncc1.C#Cc1ccccc1.Cc1ccc(S(=O)O)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2ccncc2)cc1
Cc1ccc(C(=O)/C=C/c2ccccc2)cc1.IC1CCCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>Cc1ccc(C(=O)CC(c2ccccc2)S(=O)(=O)C2CCCCC2)cc1
CCCCCC#C[IH2]1C(=O)Oc2ccccc21.O=C(O)C1COc2ccccc2O1|4>>CCCCCC#CC1COc2ccccc2O1
C/C=C/c1ccccc1.C[Si](C)(C)N=[N+]=[N-].FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CC(C(N=[N+]=[N-])c1ccccc1)C(F)(F)F
C=Cc1cc(C)ccc1C.N#Cc1ccc(C(=O)ONC(=O)OCC(Cl)(Cl)Cl)cc1|1>>CC(=O)N(C(=O)c1ccc(C#N)cc1)C(CNC(=O)OCC(Cl)(Cl)Cl)c1cc(C)ccc1C
Cc1ccc(S(=O)(=O)NN=C(Cc2ccccc2)c2ccccc2)cc1.O=S(O[Na])C(F)(F)F|0>>FC(F)=C(Cc1ccccc1)c1ccccc1
C=Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1cccc(Br)c1.Cc1ccc(S(=O)(=O)Cl)cc1|0>>Cc1ccc(S(=O)(=O)C[C@H]2c3ccc(Cl)cc3N(S(=O)(=O)c3ccc(C)cc3)C2C(=O)c2cccc(Br)c2)cc1
C#Cc1cccc(Br)c1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1cccc(Br)c1)c1ccccc1
FC(F)(F)I.O=CCCc1cccs1.c1ccc(CNCc2ccccc2)cc1|4>>FC(F)(F)C(Cc1cccs1)CN(Cc1ccccc1)Cc1ccccc1
O=C(O)C1CCOCC1.O=C1Oc2ccccc2[IH2]1C#Cc1ccccc1|4>>C(#CC1CCOCC1)c1ccccc1
C=CC1=CC(=O)OC1.CC1(OC(=O)C(=O)O[Cs])CCCCC1|0>>CC1(CCC2=CC(=O)OC2)CCCCC1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1cccc(Cl)c1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2cccc(Cl)c2)cc1
C=Cc1cc(C)ccc1C.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>Cc1ccc(C)c([C@H](C#N)CC2CCCC2)c1
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.N#Cc1ccc2ccccc2n1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2ccc3ccccc3n2)cc1
C(=C/c1ccccc1)\c1ccccc1.CC#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(=O)NC(c1ccccc1)C(c1ccccc1)C(F)(F)F
C=Cc1cccc2ccccc12.CC#N.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>CC(=O)N(C(=O)c1ccccc1I)C(CN=[N+]=[N-])c1cccc2ccccc12
C=CCCCCCCCC.CC(C)(C)c1ccc(C#CS(=O)(=O)C(F)(F)F)cc1.CCOC(=O)C(F)(F)Br|0>>CCCCCCCC[C@H](C#Cc1ccc(C(C)(C)C)cc1)CC(F)(F)C(=O)OCC
C#Cc1cccc(C)c1.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>Cc1cccc(/C=C\C2CCCN2C(=O)OC(C)(C)C)c1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1ccc(C#N)cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N[C@H]1c2ccccc2C[C@H]1O|1>>N#Cc1ccc(C(=O)C[C@@]2(C(F)(F)C(F)(F)C(F)(F)F)N[C@H]3c4ccccc4C[C@H]3O2)cc1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Oc2ccccc2)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Oc2ccccc2)cc1
CC#Cc1ccc(CO)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C(=O)c1ccc(CO)cc1)C(F)(F)F
C#Cc1ccccc1.COc1ccc(S)cc1.N#Cc1ccnc(N)c1.O=O|0>>COc1ccc(SC(Nc2cc(C#N)ccn2)C(=O)c2ccccc2)cc1
C#Cc1ccccc1N(Cc1ccccc1)C(C)=O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>CC(=O)N1Cc2ccccc2/C(=C/S(=O)(=O)c2ccc(C)cc2)c2ccccc21
C=C(C)CCc1ccccc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>CC(O)(CCc1ccccc1)CN=[N+]=[N-]
Clc1ccc(C#CBr)cc1.F[B-](F)(F)C1CCCC1.O=S(O[Na])OS(=O)O[Na].[K+]|50>>O=S(=O)(C#Cc1ccc(Cl)cc1)C1CCCC1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cccc(OC)c1.CCC(CC)[n+]1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1.F[B-](F)(F)F.O=S(O[K])OS(=O)O[K]|0>>CCC(CC)S(=O)(=O)CC(=O)c1cccc(OC)c1
C=CCCCCCCCC.CCOC(=O)C(F)(F)Br.CCOC(=O)c1ccc(C#CS(=O)(=O)C(F)(F)F)cc1|0>>CCCCCCCC[C@H](C#Cc1ccc(C(=O)OCC)cc1)CC(F)(F)C(=O)OCC
FB(F)C1CCCCC1.Nc1ccccc1.O=Cc1ccc(C(F)(F)F)nc1.[F-].[K+]|0>>FC(F)(F)c1ccc(C(Nc2ccccc2)C2CCCCC2)cn1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.O=C(O)c1ccc(Br)cc1|9>>N#CCCCC[C@H](/C=C/c1ccccc1)OC(=O)c1ccc(Br)cc1
O=C(O)C1CCCC1.O=C1Oc2ccccc2[IH2]1C#Cc1ccccc1|4>>C(#CC1CCCC1)c1ccccc1
C#Cc1ccccc1N(Cc1ccccc1)C(=O)C(F)(F)F.COC(=O)c1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>COC(=O)c1ccc(S(=O)(=O)/C=C2/c3ccccc3CN(C(=O)C(F)(F)F)c3ccccc32)cc1
C=Cc1ccc2ccccc2c1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)Br.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(F)Br)c1ccc2ccccc2c1
C=Cc1ccncc1.F[B-](F)(F)C1CCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>O=S(=O)(CCc1ccncc1)C1CCCC1
C=COCC(C)(C)NC(=O)OCc1ccccc1.Cc1cc(C)n(C(=O)/C=C/C(C)C)n1.O=S(O[Na])C(F)(F)F|44>>Cc1cc(C)n(C(=O)CC(C(C)C)C(CC(F)(F)F)OCC(C)(C)NC(=O)OCc2ccccc2)n1
C#Cc1ccccc1.Cc1ccc(C(=O)O)cc1.O=S(O[Na])c1ccc(Br)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(Br)cc2)c2ccccc2)cc1
C#Cc1ccc(CCCCC)cc1.NCCc1c[nH]c2ccccc12.O=O|11>>CCCCCc1ccc(C(=O)C2=NCCc3c2[nH]c2ccccc32)cc1
C=C(c1ccccc1)c1ccccc1.CCCC=O.CCNC1CCCCC1|0>>CCCC(CC(c1ccccc1)c1ccccc1)N(CC)C1CCCCC1
NN1CCOCC1.O=C(N1CCOCC1)C(F)(F)Br.O=Cc1ccc(Cl)cc1|0>>O=C(N1CCOCC1)C(F)(F)/C(=N/N1CCOCC1)c1ccc(Cl)cc1
C=CCc1ccccc1CC.CCN(CC)C(=O)C(F)(F)Br.CS(C)=O|38>>CCN(CC)C(=O)C(F)(F)CCCc1ccccc1C(C)=O
C=CCC(C(=O)Nc1ccc(Cl)cc1)c1ccc(C)cc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>Cc1ccc(C2CC(CS(=O)(=O)F)N(c3ccc(Cl)cc3)C2=O)cc1
C=Cc1ccc(C(=O)OC)cc1.O=C=O.O=S(O[Na])C(F)F|0>>COC(=O)c1ccc(C(CC(F)F)C(=O)O)cc1
C#Cc1ccccc1N(Cc1ccccc1)C(=O)C(F)(F)F.CSc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>CSc1ccc(S(=O)(=O)/C=C2/c3ccccc3CN(C(=O)C(F)(F)F)c3ccccc32)cc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.COc1ccc(N)cc1.O=Cc1cc2ccccc2[nH]1|40>>C=C(CC(Nc1ccc(OC)cc1)c1cc2ccccc2[nH]1)C(=O)OCC
C=C(C)c1ccccc1F.CCN(CC)CC.F.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1|0>>CC(F)(CCCCC#N)c1ccccc1F
CC(C)I.CCOC(=O)C(=O)CCc1ccccc1.NC1CCCCCC1|17>>CCOC(=O)[C@@](CCc1ccccc1)(NC1CCCCCC1)C(C)C
C=C(CNCc1ccccc1)c1ccccc1Br.CCOC(=O)C(F)(F)Br.O=C=O|0>>CCOC(=O)C(F)(F)CC1(c2ccccc2Br)CN(Cc2ccccc2)C(=O)O1
C#CC1CCCCC1.Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1.O=O|3>>O=c1oc2ccccc2cc1C1CCCCC1
C=CCC(CCc1cccc(Cl)c1)(C(=O)OCC)C(=O)OCC.CCOC(=O)C(F)(F)Br.CS(C)=O|38>>CCOC(=O)C(F)(F)CCCC(CC(=O)c1cccc(Cl)c1)(C(=O)OCC)C(=O)OCC
C#Cc1ccccc1.CN1C(=O)c2ccc(Br)cc2C1=O.Cc1ccc(S(=O)O)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2ccc3c(c2)C(=O)N(C)C3=O)cc1
C=Cc1ccccc1.CC(C)C#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C)C(=O)NC(CC(F)(F)F)c1ccccc1
C=Cc1ccccc1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC(CC(F)F)c1ccccc1
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(Br)CC[C@]34C)[C@@H]1CCC2=O.Cl.[C-]#[O+]|20>>C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(C(=O)Cl)CC[C@]34C)[C@@H]1CCC2=O
COC(=O)N(C)S(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.O=C(Cc1ccccc1)c1nccn1-c1ccccc1|0>>COC(=O)N(C)[C@H](C(=O)c1nccn1-c1ccccc1)c1ccccc1
C=CC/C(=N\NS(=O)(=O)c1ccc(C)cc1)c1ccccc1.C=Cc1ccncc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|0>>Cc1ccc(S(=O)(=O)N2N=C(c3ccccc3)CC2CS(=O)(=O)CCc2ccncc2)cc1
CC(=C1CC1)c1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)Cl)cc1|0>>C=C(c1ccc(Cl)cc1)C1(S(=O)(=O)c2ccc(C)cc2)CC1
C=Cc1ccc(F)cc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>[N-]=[N+]=NCC(O)c1ccc(F)cc1
C=Cc1ccccc1.CO.FB(F)F.Ic1cccc([I+]c2cccc(I)c2)c1.[F-]|30>>COC(Cc1cccc(I)c1)c1ccccc1
N#Cc1ccc(C#CC=O)cc1.Nc1n[nH]c2ccccc12.c1ccc([Se][Se]c2ccccc2)cc1|0>>N#Cc1ccc(-c2c([Se]c3ccccc3)cnc3c4ccccc4nn23)cc1
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.N#Cc1ccccn1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2ccccn2)cc1
C=Cc1ccc2ccccc2c1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.OB(O)c1ccc2ccccc2c1|18>>N#CCCCCC(c1ccc2ccccc2c1)c1ccc2ccccc2c1
C=CC=C.CC(C)=CCOc1ccc(Cl)cc1Br.Cc1ccc(S(=O)O[Na])cc1|0>>Cc1ccc(S(=O)(=O)C/C=C/CC(C)(C)C2COc3ccc(Cl)cc32)cc1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Br)cc1
C#Cc1ccc2ccccc2c1.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C(C#Cc2ccc3ccccc3c2)CCCCC#N)cc1
Cc1ccc(S(=O)(=O)NN=Cc2ccccc2)cc1.O=Cc1ccco1.Sc1ccccc1|0>>OC(c1ccco1)C(Sc1ccccc1)c1ccccc1
C=Cc1ccc(F)cc1/C=N/S(=O)(=O)c1ccc(OC)cc1.C[Si](C)(C)C#N.FB(F)F.FC(F)(F)[s+]1c2ccccc2c2ccccc21.[F-]|0>>COc1ccc(S(=O)(=O)N2C(C#N)c3cc(F)ccc3C2CC(F)(F)F)cc1
Brc1ccoc1.C1CCCCC1.C=CC(=O)OC|13>>COC(=O)C(CC1CCCCC1)c1ccoc1
C=C(c1ccccc1)c1ccccc1C(=O)O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>Cc1ccc(S(=O)(=O)CC2(c3ccccc3)OC(=O)c3ccccc32)cc1
C=C(C)COc1ccccc1[N+]#N.CCCCO.F[B-](F)(F)F.[C-]#[O+]|43>>CCCCOC(=O)CC1(C)COc2ccccc21
CCCCCCI.O=C(/C=C/c1ccccc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>CCCCCCS(=O)(=O)C(CC(=O)c1ccccc1)c1ccccc1
C=C(C(=O)OC)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.Nc1ccc(F)cc1.O=Cc1ccc(C(F)(F)F)cc1|31>>COC(=O)[C@H](C[C@H](Nc1ccc(F)cc1)c1ccc(C(F)(F)F)cc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
C=CC=C.CC(=O)Nc1ccc(O)cc1.CC(C)=CCOc1ccccc1Br|0>>CC(=O)Nc1ccc(OC/C=C/CC(C)(C)C2COc3ccccc32)cc1
C=Cc1ccccc1OC.FB(F)F.[F-].[N-]=[N+]=N[Na].c1ccc(-c2cc(-c3ccccc3)[n+](C3CCOCC3)c(-c3ccccc3)c2)cc1|25>>COc1ccccc1C(CN=[N+]=[N-])C1(c2ccccc2)C=C(c2ccccc2)N(C2CCOCC2)C(c2ccccc2)=C1
C=CCC(NC(=O)OC(C)(C)C)C(=O)Nc1ccc(Cl)cc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>CC(C)(C)OC(=O)NC1CC(CS(=O)(=O)F)N(c2ccc(Cl)cc2)C1=O
Br/C=C/c1ccccc1.C1CCNCC1.[C-]#[O+]|4>>O=C(/C=C/c1ccccc1)N1CCCCC1
C=Cc1cccc2ccccc12.N#Cc1ccc(C(=O)ONC(=O)OCC(Cl)(Cl)Cl)cc1|1>>CC(=O)N(C(=O)c1ccc(C#N)cc1)C(CNC(=O)OCC(Cl)(Cl)Cl)c1cccc2ccccc12
C#Cc1ccccc1.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.O=O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>O=C(CS(=O)(=O)c1ccc(Br)cc1)c1ccccc1
C=C(CBr)C(=O)OCC.F[B-](F)(F)C1CCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(CS(=O)(=O)C1CCCC1)C(=O)OCC
C=Cc1ccccc1C.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F[B-](F)(F)F|0>>CC1=NC(c2ccccc2C)CN1S(=O)(=O)c1ccc(C)cc1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cccc(OC)c1.FC1(F)CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F.O=S(O[K])OS(=O)O[K]|0>>COc1cccc(C(=O)CS(=O)(=O)C2CCC(F)(F)CC2)c1
C1=C(c2ccccn2)CCCC1.C=Cc1ccc(OC[CH2+])cc1|0>>CCOc1ccc(C2CC3CCCCC32c2ccccn2)cc1
C#Cc1ccc(CCC)cc1.NCCc1c[nH]c2ccccc12.O=O|11>>CCCc1ccc(C(=O)C2=NCCc3c2[nH]c2ccccc32)cc1
C=C(C)c1ccccc1NC(=O)c1ccc(C)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[NH+]#[N+]c1ccccc1|1>>Cc1ccc(C2=Nc3ccccc3C(C)(CS(=O)(=O)c3ccccc3)O2)cc1
C=C/C=C\CCC1Cc2ccccc2N1C.CC(C)=CCOc1ccccc1Br.Cc1ccc(S(=O)O[Na])cc1|0>>Cc1ccc(S(=O)(=O)C(/C=C/CC(C)(C)C2COc3ccccc32)CCC2Cc3ccccc3N2C)cc1
C#Cc1ccc(C(C)(C)C)cc1.CC1(OC(=O)C(=O)O[Cs])CCOCC1.O=Cc1ccc(Br)cc1|7>>CC1(/C=C(\c2ccc(C=O)cc2)c2ccc(C(C)(C)C)cc2)CCOCC1
C=Cc1ccc(Br)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc(Br)cc1
CC#Cc1ccc(N(C)C(C)=O)cc1.CCN(CC)CC.F.FB(F)F.FC(F)(F)[s+]1c2ccccc2c2ccccc21.[F-]|0>>CC(=O)N(C)c1ccc(/C(F)=C(/C)C(F)(F)F)cc1
C=Cc1ccc(C(C)C)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2ccc(C(C)C)cc2)cc1
C#Cc1ccccc1.CCCCO.c1ccc(CNc2ccccc2)cc1|3>>CCCC(C#Cc1ccccc1)N(Cc1ccccc1)c1ccccc1
C=Cc1ccc(OC)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>COc1ccc(C(O)CC(F)(F)F)cc1
CC(C)(C)ON=O.COc1ccc(N(C)C(=O)C#Cc2ccc(C(C)=O)cc2)cc1.COc1ccc(N)cc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|2>>COc1ccc(S(=O)(=O)C2=C(c3ccc(C(C)=O)cc3)C3(C=CC(=O)C=C3)N(C)C2=O)cc1
C#Cc1ccccc1.N#Cc1ccnc(N)c1.O=O.Sc1ccc(Cl)cc1|0>>N#Cc1ccnc(NC(Sc2ccc(Cl)cc2)C(=O)c2ccccc2)c1
C=Cc1ccc(C(C)(C)C)cc1.CO[n+]1ccc(C#N)cc1|0>>COCC(O)c1ccc(C(C)(C)C)cc1
C#CCCBr.O=O.Oc1ccccc1|3>>O=C(CCBr)c1ccc(O)cc1
C=Cc1ccc(C(C)C)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.[2H]O[2H]|0>>CC(=O)OC(CC(F)(F)F)c1ccc(C(C)C)cc1
C#CCCCCCC.Fc1ccc2[nH]ccc2c1.O=O|11>>CCCCCCC(=O)C(c1c[nH]c2ccc(F)cc12)c1c[nH]c2ccc(F)cc12
Cn1ccc2cccnc21.Oc1ccccc1.[C-]#[O+]|0>>Cn1cc(C(=O)Oc2ccccc2)c2cccnc21
C=Cc1ccccc1.CCOC(=O)C(C)Br.CS(C)=O|1>>CCOC(=O)C(C)CC(=O)c1ccccc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc([N+](=O)[O-])cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc([N+](=O)[O-])cc12
CCOC(=O)C(F)(F)Br.COc1ccccc1C=O.NN1CCOCC1|0>>CCOC(=O)C(F)(F)/C(=N/N1CCOCC1)c1ccccc1OC
C=Cc1ccccc1-c1ccccc1.CO[n+]1ccc(C#N)cc1|0>>COCC(OC)c1ccccc1-c1ccccc1
C#Cc1ccc(C)cc1.COc1ccc(O)c(/C=N/NS(=O)(=O)c2ccc(C)cc2)c1.O=O|3>>COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1
C=Cc1ccc(C(F)(F)F)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2ccc(C(F)(F)F)cc2)cc1
C=C(c1ccccc1)c1ccccc1.CCN(CC)CC.F.O=C(ON=C1COC1)c1ccc(C(F)(F)F)cc1|0>>N#CCOCCC(F)(c1ccccc1)c1ccccc1
C=C(C)c1ccc(Cl)cc1.CC(C)=O.C[Si](C)(C)N=[N+]=[N-].FB(F)F.FC(F)(F)[s+]1c2ccccc2c2ccccc21.[F-]|0>>CC(C)(N=[N+]=[N-])OC(C)(CC(F)(F)F)c1ccc(Cl)cc1
C#Cc1ccc(C#C)cc1.Cc1ccc(S(=O)(=O)N/N=C/c2cc3ccccc3cc2O)cc1.O=O|3>>C#Cc1ccc(-c2cc3cc4ccccc4cc3oc2=O)cc1
C=C/C=C/c1ccccc1Br.CC(C)(C)C(=O)O.CC(C)(C)OC(=O)ON=C1CCC1|9>>CC(C)(C)C(=O)O[C@@H](/C=C/c1ccccc1Br)CCCCC#N
C=C/C=C/c1ccc(Cl)cc1.C[Si](C)(C)N=[N+]=[N-].Cc1cc(C)[n+](NC(=O)OC(C)(C)C)c(C)c1.F[B-](F)(F)F|1>>CC(C)(C)OC(=O)NCC(/C=C/c1ccc(Cl)cc1)N=[N+]=[N-]
C#Cc1ccc(C(C)=O)cc1.CCNc1ccccc1.CO|3>>CCN(CC#Cc1ccc(C(C)=O)cc1)c1ccccc1
