F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c 2 c c c c c 2 c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v47]
C # C c 1 c c c ( C C C ) c c 1 . C O C ( = O ) / C ( N ) = C / c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C # C c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . O = O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . C O C ( = O ) c 1 c c c ( Br ) c c 1 . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C c 1 c c ( C ( C ) ( C ) C ) c ( O ) c ( C ( C ) ( C ) C ) c 1 . C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
C / C = C \ c 1 c c c c c 1 . C C O C ( = O ) C ( C ) Br . C S ( C ) = O | [v1]
C = C ( C ) c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) C 1 C C N C C 1 . C C C C = O | [v0]
C 1 C C O C 1 . C C 1 ( C ) O B ( c 2 c c c ( N ) c c 2 F ) O C 1 ( C ) C . C O c 1 c c c ( C ( C ) = O ) c c 1 | [v0]
C # C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . N c 1 c c c c c 1 O . O = O | [v3]
C = C C ( = O ) O C c 1 c c c c c 1 . C C ( C ) ( C ) C ( = O ) O C C C 1 [C@@] 2 ( C ) C C C C ( C ) ( C ) [C@@H] 2 C C [C@@] 1 ( C ) O C ( = O ) C ( = O ) O [Cs] | [v0]
O = C ( O ) C C C ( F ) ( F ) F . O = C ( O N 1 C C c 2 c c c c c 2 1 ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v23]
C = C C O c 1 c c c c c 1 [N+] # N . C O C ( = O ) C ( C ) O . F [B-] ( F ) ( F ) F . [C-] # [O+] | [v43]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C # C c 1 c c c 2 c 3 c 1 C C = C 1 C = C C = C ( C = C 2 ) C 1 3 . C = C c 1 c c c ( O C ) c c 1 . C O c 1 c c c ( C ( = O ) O N = C 2 C C C 2 ) c c 1 | [v6]
C = C C C c 1 c c c c c 1 . C C 1 C C C C ( C ) N 1 . O = C 1 C C C ( = O ) N 1 Cl | [v24]
C # C c 1 c c c ( Br ) c c 1 . C c 1 c c c ( C ( = O ) O ) c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v15]
C C ( C ) = O . C C C C = O . C N C C C = C 1 c 2 c c c c c 2 C C c 2 c c c c c 2 1 . F C ( F ) ( F ) I | [v4]
C = C c 1 c c c c ( F ) c 1 . C C N ( C C ) C C . F . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 | [v0]
C C ( = O ) O C ( C ) = O . C c 1 c c c c ( C = C 2 C = C ( C ( C ) ( C ) C ) C ( = O ) C ( C ( C ) ( C ) C ) = C 2 ) c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v39]
C = C c 1 c c c ( Br ) c c 1 . C C O C ( = O ) C ( F ) ( F ) Br . C S ( C ) = O | [v0]
C = C B 1 O C ( C ) ( C ) C ( C ) ( C ) O 1 . C C ( C ) ( C ) Br . Cl c 1 c c c ( Br ) c c 1 Cl | [v36]
I C 1 C C C C C 1 . O = C ( / C = C / c 1 c c c c ( Cl ) c 1 ) c 1 c c c c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v45]
C = C c 1 c c c ( Br ) c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 . N # C c 1 c c n c c 1 | [v0]
C n 1 c c c 2 c c c c c 2 1 . O c 1 c c c ( Br ) c c 1 . [C-] # [O+] | [v0]
C = C ( C ) c 1 c c c c c 1 . C C O C ( = O ) c 1 c c ( C # N ) c c n 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . N # C c 1 c ( C # C c 2 c c c ( Cl ) c c 2 ) c c c c 1 - c 1 c c c c c 1 . O = S ( O [Na] ) O S ( = O ) O [Na] | [v2]
C C C C C # C S c 1 c c c c c 1 . C S ( C ) = O . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = S ( = O ) ( O ) C ( F ) ( F ) F | [v0]
C C ( C ) I . C C O C ( = O ) C ( = O ) C C c 1 c c c c c 1 . N C 1 C C C C 1 | [v17]
O = C ( O ) C 1 C C C ( F ) ( F ) C C 1 . O = C ( O N 1 C C O C C 1 ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v22]
C = C ( C ( = O ) O C c 1 c c c c c 1 ) N ( C ( = O ) O C ( C ) ( C ) C ) C ( = O ) O C ( C ) ( C ) C . C C ( C ) [B-] ( F ) ( F ) F . F [N+] 1 2 C C [N+] ( C Cl ) ( C C 1 ) C C 2 . [K] | [v0]
C O c 1 c c c ( C ( = O ) / C = C / c 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . C C O C ( = O ) C c 1 c ( C ) n ( C ( = O ) c 2 c c c ( Cl ) c c 2 ) c 2 c c c ( O C ) c c 1 2 . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . F C ( F ) ( F ) c 1 c c ( Br ) c c ( C ( F ) ( F ) F ) c 1 . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C O C ( = O ) C C ( C ) = O . N # C C C # N . O = C 1 N c 2 c ( c c c c 2 C ( F ) ( F ) F ) C 1 = O | [v0]
C = C c 1 c c c ( F ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F | [v0]
C = C ( C ) C ( = O ) O C . C C [SiH] ( C C ) C C . O = C = O | [v0]
C # C c 1 c c c c c 1 . C = C C N c 1 c c c c c 1 . C O | [v3]
Br c 1 c n c n c 1 . C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 | [v5]
C # C c 1 c c c c c 1 F . C C ( C ) ( C ) O C ( = O ) N 1 C C C C 1 C ( = O ) O | [v7]
C = C ( N = [N+] = [N-] ) c 1 c c c c c 1 . C C O C ( = O ) C 1 = C ( C ) N C ( C ) = C ( C ( = O ) O C C ) C 1 C 1 C C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C / C = C / c 1 c c c c c 1 . C C # N . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . N # C c 1 c c n c ( - c 2 c c c ( F ) c c 2 ) c 1 | [v16]
C = C C C c 1 c c c c c 1 . O = C 1 C C C ( = O ) N 1 Cl . O C 1 C C C N C 1 | [v24]
Br c 1 c n c 2 [nH] c c c 2 c 1 . C 1 C C N C C 1 . [C-] # [O+] | [v4]
C C O C ( = O ) C C ( = N N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 ) c 1 c c c c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v0]
C = C ( C ) c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F . O | [v0]
C O c 1 c c c c c 1 N O C ( = O ) c 1 c c c c c 1 . O = C ( O ) C 1 C C C C C 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v23]
C = C C = C . C C ( C ) = C C O c 1 c c c ( - c 2 c c c c c 2 ) c c 1 Br . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C = C c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . O = O | [v21]
C = C ( O [Si] ( C C ) ( C C ) C C ) c 1 c c c c c 1 . F C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) I . N = C ( N ) c 1 c c c c c 1 | [v0]
C = C c 1 c c c c c 1 . C n 1 c ( = O ) c n c 2 c c ( C ( F ) ( F ) F ) c c c 2 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O = S ( O [Na] ) O S ( = O ) O [Na] | [v1]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . O = C ( O ) c 1 c c c c c 1 | [v9]
C # C c 1 c c c c c 1 C ( F ) ( F ) F . N / C = C \ c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C = C ( C C C ) c 1 c c c c c 1 . C C N ( C C ) C C . F . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 | [v0]
C = C ( C ) C Br . F [B-] ( F ) ( F ) C 1 C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
C 1 C O C C N 1 . F C ( F ) ( F ) I . O = C C C c 1 c c c c c 1 | [v4]
C = C c 1 c c n c c 1 . C C C C [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . O = [PH] ( c 1 c c c c c 1 ) c 1 c c c c c 1 . c 1 c c c ( [I+] c 2 c c c c c 2 ) c c 1 | [v0]
C = C C C C . C [Si] ( C ) ( C ) N = [N+] = [N-] . C c 1 c c c c c 1 [N+] # N . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c c ( C ) c 1 . C C ( C ) = O . C [Si] ( C ) ( C ) N = [N+] = [N-] . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c 2 c c c c c 2 c 1 . C C O C ( = O ) C ( C ) Br . C S ( C ) = O | [v1]
C = C N C ( C ) = O . C O C ( = O ) C Br . c 1 c c c 2 c ( c 1 ) c c c 1 c c c n c 1 2 | [v34]
Br C 1 2 C [C@H] 3 C [C@@H] ( C 1 ) C [C@@H] ( C 2 ) C 3 . C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 N . O = C = O | [v0]
C # C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C [C@@] 1 ( O C ( = O ) C ( = O ) O [Cs] ) C [C@H] 2 C C [C@@H] 1 C 2 . O = C c 1 c c c ( Br ) c c 1 | [v7]
C = C C ( = O ) O C C . C C 1 ( O C ( = O ) C ( = O ) O [Cs] ) C C C C C 1 | [v0]
C = C ( C ) C C c 1 c c c c c 1 . C = C C # N . C [Si] ( C ) ( C ) N = [N+] = [N-] | [v25]
C 1 C C N C C 1 . C = C C C C # N . O = C 1 C C C ( = O ) N 1 Cl | [v24]
F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O = C ( C # C c 1 c c c c c 1 ) O c 1 c c c c ( C c 2 c c c c c 2 ) c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C c 1 c c c c c 1 . C O . F B ( F ) F . F c 1 c c c c c 1 [I+] c 1 c c c c c 1 F . [F-] | [v30]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . C N 1 C ( = O ) c 2 c c c ( Br ) c c 2 C 1 = O . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 N . C C C ( C ) Br . O = C = O | [v0]
C C ( C ) n 1 c c n c 1 C ( = O ) C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 | [v0]
C = C c 1 c c c ( Cl ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C C ( C ) ( C ) O C ( = O ) N 1 C C C ( C ( = O ) O N 2 C ( = O ) c 3 c c c c c 3 C 2 = O ) C C 1 . C S ( C ) = O | [v0]
C # C C C 1 C C / C 1 = N / O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . N c 1 c c c c c 1 . [C-] # [O+] | [v0]
C 1 C C N C C 1 . C = C c 1 c c c ( O C ) c c 1 . C N C C O . O = C 1 C C C ( = O ) N 1 Cl | [v35]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N / N = C / c 2 c c 3 c c c c c 3 c c 2 O ) c c 1 . O = O | [v3]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . C c 1 c c c ( C C ( = O ) c 2 n c c n 2 C ( C ) C ) c c 1 | [v0]
C O c 1 c c c ( N ) c c 1 . I C 1 C C C C C 1 . O = C c 1 c c c ( - c 2 c c c c c 2 ) c c 1 | [v10]
C = C ( C ) c 1 c c c c c 1 N C ( = O ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [NH+] # [N+] c 1 c c c ( F ) c c 1 | [v1]
C c 1 c c c ( - c 2 c c ( C ) c c ( C ) c 2 O ) c c 1 . C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
F [B-] ( F ) ( F ) C 1 C C C C C 1 . N c 1 c c c c c 1 . O = C c 1 c c c ( - n 2 c c c n 2 ) c c 1 . [K+] | [v0]
C = C ( C ) C Br . F [B-] ( F ) ( F ) C 1 C C O C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
I C C C C n 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = C ( / C = C / c 1 c c c c c 1 ) c 1 c c c c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v45]
C = C C C c 1 c c c c c 1 . C C ( = O ) O c 1 c c c ( C = C S ( = O ) ( = O ) c 2 c c c c c 2 ) c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v2]
O = C ( O ) C 1 C C O C C 1 . O = C ( O N ( C c 1 c c c c c 1 ) C c 1 c c c c c 1 ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v22]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C C C C ( = O ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v0]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 N . C C O C ( C Br ) O C C . O = C = O | [v0]
C = C ( N = [N+] = [N-] ) c 1 c c c c c 1 . C C C C 1 C ( C ( = O ) O C C ) = C ( C ) N C ( C ) = C 1 C ( = O ) O C C . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C C ( = O ) O C ( C ) = O . C C ( C ) ( C ) C 1 = C C ( = C c 2 c c c ( Cl ) c c 2 ) C = C ( C ( C ) ( C ) C ) C 1 = O . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v39]
C O . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 I . [C-] # [O+] | [v0]
C c 1 c c c ( C ( = O ) C C C C ( = O ) O ) s 1 . O = C ( O N ( C c 1 c c c c c 1 ) C c 1 c c c c c 1 ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v22]
C # C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C O C ( = O ) / C ( N ) = C / c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . C [C@H] ( C C C ( = O ) O ) [C@H] 1 C C [C@H] 2 [C@@H] 3 C C [C@] 4 ( C ) C [C@H] ( O ) C C [C@] 4 ( C ) [C@H] 3 C C [C@@] 2 1 C | [v9]
C = C c 1 c c c c ( F ) c 1 . C n 1 c ( = O ) c n c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O = S ( O [Na] ) O S ( = O ) O [Na] | [v1]
C O c 1 c c c ( O C ) c ( C = C 2 C C 2 ) c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . O | [v0]
C C ( C ) [Si] ( O C 1 = C C C c 2 c c c c c 2 1 ) ( C ( C ) C ) C ( C ) C . F C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) I . N = C ( N ) c 1 c c c ( Br ) c c 1 | [v0]
C S ( C ) = O . O = C 1 O [IH2] ( C ( F ) ( F ) F ) c 2 c c c c c 2 1 . O C / C = C \ c 1 c c c c c 1 | [v0]
C [Si] ( C ) ( C ) N = [N+] = [N-] . O = C ( c 1 c c c o 1 ) n 1 c c c 2 c c c c c 2 1 . O = O | [v46]
C = C c 1 c c c c c 1 . C C 1 C C = C ( c 2 c c c c n 2 ) C C 1 | [v0]
C = C C C n 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = S ( = O ) ( / C = C / c 1 c c c c c 1 ) c 1 c c c c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v2]
C C ( C ) ( C ) O . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . [C-] # [O+] | [v0]
C = C C O c 1 c c c c c 1 [N+] # N . F [B-] ( F ) ( F ) F . F c 1 c c c ( S ) c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C # C c 1 c c c ( C C C C ) c c 1 . O = O . O c 1 c c c c c 1 | [v3]
C # C [C@] ( O ) ( C C C ( C ) C ) c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) N 1 C C C 2 ( C C 1 ) C C ( = N C ( = O ) O c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) C 2 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C # C c 1 c c c c c 1 . C c 1 c c ( C ) c ( S ( = O ) O [Na] ) c ( C ) c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C = C c 1 c c c ( Cl ) c c 1 . O = C ( C C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v0]
C = C C c 1 c c c c c 1 C C . C S ( C ) = O . O = C ( N 1 C C O C C 1 ) C ( F ) ( F ) Br | [v38]
Br c 1 c s c 2 c c c c c 1 2 . C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C I . O = C ( / C = C / c 1 c c c c c 1 ) c 1 c c c c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v45]
C = C ( O [Si] ( C ( C ) C ) ( C ( C ) C ) C ( C ) C ) c 1 c c c c c 1 . F C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) I . O C C 1 C C C N 1 | [v1]
C = C ( C ) C ( = C ) C . C C ( C ) = C C O c 1 c c c c c 1 Br . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C = C C C ( C C c 1 c c c ( O C ) c ( O C ) c 1 ) ( C ( = O ) O C C ) C ( = O ) O C C . C C O C ( = O ) C ( F ) ( F ) Br . C S ( C ) = O | [v38]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . O = C c 1 c c c ( Br ) c c 1 . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C # C c 1 c c c ( O C ) c ( O C ) c 1 . C C O C ( = O ) C ( Br ) C ( = O ) O C C . C O c 1 c c c ( C # N ) c c 1 . O | [v0]
C O c 1 c c c c ( [N+] # N ) c 1 . C c 1 c c ( C ) c ( O ) c ( C ) c 1 . F [B-] ( F ) ( F ) F . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c c c 1 . c 1 c c c ( [Te] [Te] c 2 c c c c c 2 ) c c 1 | [v0]
O . O = S ( = O ) ( Cl ) c 1 c c c c c 1 Cl . c 1 c c c ( C ( = C 2 C C 2 ) c 2 c c c c c 2 ) c c 1 | [v0]
C = C c 1 c c ( C ) c c c 1 O . C S ( C ) = C C ( = O ) c 1 c c c c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v26]
C 1 C C C C C 1 . C C C C C C ( C ) = O . c 1 c c c ( N c 2 c c c c c 2 ) c c 1 | [v4]
N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c s 1 . c 1 c c c ( [Se] [Se] c 2 c c c c c 2 ) c c 1 | [v0]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . C C ( = O ) c 1 c c c ( Br ) c c 1 . O = S ( O [Na] ) C 1 C C 1 | [v12]
C # C c 1 c c c c c 1 . N C C c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C # C c 1 c c c ( C # N ) c c 1 . C c 1 c c ( Br ) c c 2 c 1 O [C@] ( C ) ( C C C [C@H] ( C ) C C C [C@H] ( C ) C C C C ( C ) C ) C C 2 . C c 1 c c c ( S ( = O ) O ) c c 1 | [v5]
C # C c 1 c c c ( C C ) c c 1 . O . c 1 c c c 2 c n c c c 2 c 1 | [v0]
C = C c 1 c c c ( O C ( C ) = O ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F . O | [v0]
C # C c 1 c c c c c 1 . Cl c 1 c c c c 2 c c [nH] c 1 2 . O = O | [v11]
C C O C ( = O ) C ( F ) ( F ) F . C S ( C ) = O . C S C # C C C C c 1 c c c ( F ) c c 1 | [v0]
C C ( C ) ( C ) O O . C C O C ( = O ) C # C C ( = O ) O C C . N c 1 c c c ( Cl ) c c 1 | [v0]
C # C c 1 c n c n c 1 . C c 1 c c c ( S ( = O ) ( = O ) N / N = C / c 2 c c 3 c c c c c 3 c c 2 O ) c c 1 . O = O | [v3]
C C ( C ) ( C ) O C ( = O ) N 1 C C C C 1 . O = C = O . [C-] # [N+] c 1 c c c ( C ( = C ) C ) c c 1 | [v0]
C 1 = C ( c 2 c c c c n 2 ) C C C C 1 . C = C c 1 c c c c ( Br ) c 1 | [v0]
C 1 C O C O 1 . O = C = O . [C-] # [N+] c 1 c c c ( C = C ) c c 1 | [v0]
C C ( = O ) O C ( C 1 = C C C C 1 = O ) c 1 c c c c c 1 . C C O C ( = O ) C 1 = C ( C ) N C ( C ) = C ( C ( = O ) O C C ) C 1 C ( C ) C . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C c 1 c c c ( C ( = C 2 C C 2 ) c 2 c c c c c 2 ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . O | [v0]
C # C c 1 c c s c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C = C C O c 1 c c c ( F ) c c 1 C ( = C ) c 1 c c c c c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C O C ( = O ) c 1 c c c ( C = O ) c c 1 . F B ( F ) C 1 C C C C 1 . N c 1 c c c c c 1 . [F-] . [K+] | [v0]
C c 1 c c c ( S ( = O ) ( = O ) N N = C C 2 C C N ( S ( = O ) ( = O ) c 3 c c c ( C ) c c 3 ) C C 2 ) c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v0]
C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v47]
C C O C ( = O ) C C ( C ) = O . N # C C C # N . O = C 1 N c 2 c ( F ) c c c c 2 C 1 = O | [v0]
C = C ( N ) c 1 c c c ( O C ) c c 1 . C = C c 1 c c c 2 c c c c c 2 c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c c ( Br ) c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F . O | [v0]
C # C C C C C C . O = O . c 1 c c c 2 [nH] c c c 2 c 1 | [v11]
Br c 1 c c c c 2 c n c c c 1 2 . C = C O C C . C C O C ( = O ) C C ( = O ) c 1 c c c c c 1 | [v0]
C = C c 1 c c c ( Cl ) c c 1 . C C ( C ) ( C ) O C ( = O ) / N = N / C ( = O ) O C ( C ) ( C ) C . O = S ( O [Na] ) C ( F ) ( F ) F | [v0]
C O c 1 c c c ( [I+] c 2 c c c ( O C ) c c 2 ) c c 1 . C c 1 c c c c ( [PH] ( = O ) c 2 c c c c ( C ) c 2 ) c 1 . F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
N # C c 1 c c c c c 1 C = C 1 C C 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v2]
C # C c 1 c c c ( F ) c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
